67 18h07m36.024s +86d37m58.8919s 1.438 2.071 1 2 2220
68 19h13m03.2967s +86d37m58.8919s 1.438 2.071 1 1 1069
69 20h18m30.5694s +86d37m58.8919s 1.438 2.071 1 2 1574
70 21h23m57.8422s +86d37m58.8919s 1.438 2.071 1 1 1260
71 22h29m25.1149s +86d37m58.8919s 1.438 2.071 1 2 2206
72 23h34m52.3876s +86d37m58.8919s 1.438 2.071 1 1 378
73 00h40m19.6603s +86d37m58.8919s 1.438 2.071 1 2 1720
74 01h45m46.9331s +86d37m58.8919s 1.438 2.071 1 1 564
75 02h51m14.2058s +86d37m58.8919s 1.438 2.071 1 2 1685
76 03h56m41.4785s +86d37m58.8919s 1.438 2.071 1 1 383
77 05h02m08.7512s +86d37m58.8919s 1.438 2.071 1 2 1657
78 06h07m36.024s +86d37m58.8919s 1.438 2.071 1 1 564
79 07h45m46.9331s +85d28m37.0044s 1.438 1.828 1 2 1838
80 08h35m26.2434s +85d28m37.0044s 1.438 1.828 1 1 716
81 09h25m05.5538s +85d28m37.0044s 1.438 1.828 1 2 2290
82 10h14m44.8641s +85d28m37.0044s 1.438 1.828 1 1 734
83 11h04m24.1744s +85d28m37.0044s 1.438 1.828 1 2 2301
84 11h54m03.4848s +85d28m37.0044s 1.438 1.828 1 1 823
85 12h43m42.7951s +85d28m37.0044s 1.438 1.828 1 2 2339
86 13h33m22.1055s +85d28m37.0044s 1.438 1.828 1 1 901
87 14h23m01.4158s +85d28m37.0044s 1.438 1.828 1 2 2350
88 15h12m40.7262s +85d28m37.0044s 1.438 1.828 1 1 975
89 16h02m20.0365s +85d28m37.0044s 1.438 1.828 1 2 2371
90 16h51m59.3469s +85d28m37.0044s 1.438 1.828 1 1 1269
91 17h41m38.6572s +85d28m37.0044s 1.438 1.828 1 2 2242
92 18h31m17.9675s +85d28m37.0044s 1.438 1.828 1 1 1065
93 19h20m57.2779s +85d28m37.0044s 1.438 1.828 1 2 2219
94 20h10m36.5882s +85d28m37.0044s 1.438 1.828 1 1 1129
95 21h00m15.8986s +85d28m37.0044s 1.438 1.828 1 2 2172
96 21h49m55.2089s +85d28m37.0044s 1.438 1.828 1 1 1260
97 22h39m34.5193s +85d28m37.0044s 1.438 1.828 1 2 2172
98 23h29m13.8296s +85d28m37.0044s 1.438 1.828 1 1 363
99 00h18m53.14s +85d28m37.0044s 1.438 1.828 1 2 2209
100 01h08m32.4503s +85d28m37.0044s 1.438 1.828 1 1 363
101 01h58m11.7607s +85d28m37.0044s 1.438 1.828 1 2 1627
102 02h47m51.071s +85d28m37.0044s 1.438 1.828 1 1 564
103 03h37m30.3813s +85d28m37.0044s 1.438 1.828 1 2 1687
104 04h27m09.6917s +85d28m37.0044s 1.438 1.828 1 1 427
105 05h16m49.002s +85d28m37.0044s 1.438 1.828 1 2 1690
106 06h06m28.3124s +85d28m37.0044s 1.438 1.828 1 1 613
107 06h56m07.6227s +85d28m37.0044s 1.438 1.828 1 2 1806
108 08h10m36.5882s +84d14m43.7632s 1.438 1.798 1 1 652
109 08h49m31.7234s +84d14m43.7632s 1.438 1.798 1 2 2289
110 09h28m26.8585s +84d14m43.7632s 1.438 1.798 1 1 733
111 10h07m21.9936s +84d14m43.7632s 1.438 1.798 1 2 2299
112 10h46m17.1288s +84d14m43.7632s 1.438 1.798 1 1 808
113 11h25m12.2639s +84d14m43.7632s 1.438 1.798 1 2 2368
114 12h04m07.3991s +84d14m43.7632s 1.438 1.798 1 1 837
115 12h43m02.5342s +84d14m43.7632s 1.438 1.798 1 2 2326
116 13h21m57.6693s +84d14m43.7632s 1.438 1.798 1 1 900
117 14h00m52.8045s +84d14m43.7632s 1.438 1.798 1 2 2341
118 14h39m47.9396s +84d14m43.7632s 1.438 1.798 1 1 945
119 15h18m43.0747s +84d14m43.7632s 1.438 1.798 1 2 2347
120 15h57m38.2099s +84d14m43.7632s 1.438 1.798 1 1 1872
121 16h36m33.345s +84d14m43.7632s 1.438 1.798 1 2 2323
122 17h15m28.4801s +84d14m43.7632s 1.438 1.798 1 1 1265
123 17h54m23.6153s +84d14m43.7632s 1.438 1.798 1 2 2242
124 18h33m18.7504s +84d14m43.7632s 1.438 1.798 1 1 1265
125 19h12m13.8855s +84d14m43.7632s 1.438 1.798 1 2 2219
126 19h51m09.0207s +84d14m43.7632s 1.438 1.798 1 1 1123
127 20h30m04.1558s +84d14m43.7632s 1.438 1.798 1 2 2172
128 21h08m59.2909s +84d14m43.7632s 1.438 1.798 1 1 1129
129 21h47m54.4261s +84d14m43.7632s 1.438 1.798 1 2 1548
130 22h26m49.5612s +84d14m43.7632s 1.438 1.798 1 1 378
131 23h05m44.6963s +84d14m43.7632s 1.438 1.798 1 2 2209
132 23h44m39.8315s +84d14m43.7632s 1.438 1.798 1 1 363
133 00h23m34.9666s +84d14m43.7632s 1.438 1.798 1 2 1550
134 01h02m30.1018s +84d14m43.7632s 1.438 1.798 1 1 362
135 01h41m25.2369s +84d14m43.7632s 1.438 1.798 1 2 1626
136 02h20m20.372s +84d14m43.7632s 1.438 1.798 1 1 364
137 02h59m15.5072s +84d14m43.7632s 1.438 1.798 1 2 1687
138 03h38m10.6423s +84d14m43.7632s 1.438 1.798 1 1 414
139 04h17m05.7774s +84d14m43.7632s 1.438 1.798 1 2 1669
140 04h56m00.9126s +84d14m43.7632s 1.438 1.798 1 1 455
141 05h34m56.0477s +84d14m43.7632s 1.438 1.798 1 2 1736
142 06h13m51.1828s +84d14m43.7632s 1.438 1.798 1 1 632
143 06h52m46.318s +84d14m43.7632s 1.438 1.798 1 2 1807
144 07h31m41.4531s +84d14m43.7632s 1.438 1.798 1 1 651
145 08h30m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2289
146 09h02m04.1558s +83d01m58.4566s 1.438 1.77 1 1 716
147 09h34m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2291
148 10h06m04.1558s +83d01m58.4566s 1.438 1.77 1 1 766
149 10h38m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2301
150 11h10m04.1558s +83d01m58.4566s 1.438 1.77 1 1 823
151 11h42m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2364
152 12h14m04.1558s +83d01m58.4566s 1.438 1.77 1 1 854
153 12h46m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2378
154 13h18m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1781
155 13h50m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2341
156 14h22m04.1558s +83d01m58.4566s 1.438 1.77 1 1 945
157 14h54m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2360
158 15h26m04.1558s +83d01m58.4566s 1.438 1.77 1 1 976
159 15h58m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2347
160 16h30m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1873
161 17h02m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2253
162 17h34m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1265
163 18h06m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2242
164 18h38m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1111
165 19h10m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2219
166 19h42m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1123
167 20h14m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2205
168 20h46m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1129
169 21h18m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2172
170 21h50m04.1558s +83d01m58.4566s 1.438 1.77 1 1 1260
171 22h22m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1548
172 22h54m04.1558s +83d01m58.4566s 1.438 1.77 1 1 378
173 23h26m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1549
174 23h58m04.1558s +83d01m58.4566s 1.438 1.77 1 1 362
175 00h30m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1550
176 01h02m04.1558s +83d01m58.4566s 1.438 1.77 1 1 362
177 01h34m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1627
178 02h06m04.1558s +83d01m58.4566s 1.438 1.77 1 1 364
179 02h38m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1686
180 03h10m04.1558s +83d01m58.4566s 1.438 1.77 1 1 366
181 03h42m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1688
182 04h14m04.1558s +83d01m58.4566s 1.438 1.77 1 1 440
183 04h46m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1690
184 05h18m04.1558s +83d01m58.4566s 1.438 1.77 1 1 548
185 05h50m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1767
186 06h22m04.1558s +83d01m58.4566s 1.438 1.77 1 1 632
187 06h54m04.1558s +83d01m58.4566s 1.438 1.77 1 2 1807
188 07h26m04.1558s +83d01m58.4566s 1.438 1.77 1 1 651
189 07h58m04.1558s +83d01m58.4566s 1.438 1.77 1 2 2288
190 08h46m04.1558s +81d50m16.3904s 1.438 1.745 1 1 716
191 09h13m45.6943s +81d50m16.3904s 1.438 1.745 1 2 2291
192 09h41m27.2327s +81d50m16.3904s 1.438 1.745 1 1 766
193 10h09m08.7712s +81d50m16.3904s 1.438 1.745 1 2 2300
194 10h36m50.3097s +81d50m16.3904s 1.438 1.745 1 1 781
195 11h04m31.8481s +81d50m16.3904s 1.438 1.745 1 2 2311
196 11h32m13.3866s +81d50m16.3904s 1.438 1.745 1 1 837
197 11h59m54.925s +81d50m16.3904s 1.438 1.745 1 2 2311
198 12h27m36.4635s +81d50m16.3904s 1.438 1.745 1 1 854
199 12h55m18.002s +81d50m16.3904s 1.438 1.745 1 2 2339
200 13h22m59.5404s +81d50m16.3904s 1.438 1.745 1 1 1781
201 13h50m41.0789s +81d50m16.3904s 1.438 1.745 1 2 2341
202 14h18m22.6173s +81d50m16.3904s 1.438 1.745 1 1 930
203 14h46m04.1558s +81d50m16.3904s 1.438 1.745 1 2 2358
204 15h13m45.6943s +81d50m16.3904s 1.438 1.745 1 1 976
205 15h41m27.2327s +81d50m16.3904s 1.438 1.745 1 2 2347
206 16h09m08.7712s +81d50m16.3904s 1.438 1.745 1 1 1873
207 16h36m50.3097s +81d50m16.3904s 1.438 1.745 1 2 2322
208 17h04m31.8481s +81d50m16.3904s 1.438 1.745 1 1 1269
209 17h32m13.3866s +81d50m16.3904s 1.438 1.745 1 2 2253
210 17h59m54.925s +81d50m16.3904s 1.438 1.745 1 1 1265
211 18h27m36.4635s +81d50m16.3904s 1.438 1.745 1 2 2218
212 18h55m18.002s +81d50m16.3904s 1.438 1.745 1 1 1109
213 19h22m59.5404s +81d50m16.3904s 1.438 1.745 1 2 2219
214 19h50m41.0789s +81d50m16.3904s 1.438 1.745 1 1 1149
215 20h18m22.6173s +81d50m16.3904s 1.438 1.745 1 2 2205
216 20h46m04.1558s +81d50m16.3904s 1.438 1.745 1 1 1128
217 21h13m45.6943s +81d50m16.3904s 1.438 1.745 1 2 2140
218 21h41m27.2327s +81d50m16.3904s 1.438 1.745 1 1 1128
219 22h09m08.7712s +81d50m16.3904s 1.438 1.745 1 2 1548
220 22h36m50.3097s +81d50m16.3904s 1.438 1.745 1 1 1048
221 23h04m31.8481s +81d50m16.3904s 1.438 1.745 1 2 1548
222 23h32m13.3866s +81d50m16.3904s 1.438 1.745 1 1 361
223 23h59m54.925s +81d50m16.3904s 1.438 1.745 1 2 1550
224 00h27m36.4635s +81d50m16.3904s 1.438 1.745 1 1 361
225 00h55m18.002s +81d50m16.3904s 1.438 1.745 1 2 1614
226 01h22m59.5404s +81d50m16.3904s 1.438 1.745 1 1 363
227 01h50m41.0789s +81d50m16.3904s 1.438 1.745 1 2 1628
228 02h18m22.6173s +81d50m16.3904s 1.438 1.745 1 1 366
229 02h46m04.1558s +81d50m16.3904s 1.438 1.745 1 2 1629
230 03h13m45.6943s +81d50m16.3904s 1.438 1.745 1 1 453
231 03h41m27.2327s +81d50m16.3904s 1.438 1.745 1 2 1631
232 04h09m08.7712s +81d50m16.3904s 1.438 1.745 1 1 441
233 04h36m50.3097s +81d50m16.3904s 1.438 1.745 1 2 1690
234 05h04m31.8481s +81d50m16.3904s 1.438 1.745 1 1 548
235 05h32m13.3866s +81d50m16.3904s 1.438 1.745 1 2 1723
236 05h59m54.925s +81d50m16.3904s 1.438 1.745 1 1 632
237 06h27m36.4635s +81d50m16.3904s 1.438 1.745 1 2 1791
238 06h55m18.002s +81d50m16.3904s 1.438 1.745 1 1 651
239 07h22m59.5404s +81d50m16.3904s 1.438 1.745 1 2 2287
240 07h50m41.0789s +81d50m16.3904s 1.438 1.745 1 1 682
241 08h18m22.6173s +81d50m16.3904s 1.438 1.745 1 2 2289
242 08h59m54.925s +80d39m33.2169s 1.438 1.721 1 1 733
243 09h23m54.925s +80d39m33.2169s 1.438 1.721 1 2 2291
244 09h47m54.925s +80d39m33.2169s 1.438 1.721 1 1 766
245 10h11m54.925s +80d39m33.2169s 1.438 1.721 1 2 2300
246 10h35m54.925s +80d39m33.2169s 1.438 1.721 1 1 781
247 10h59m54.925s +80d39m33.2169s 1.438 1.721 1 2 2044
248 11h23m54.925s +80d39m33.2169s 1.438 1.721 1 1 837
249 11h47m54.925s +80d39m33.2169s 1.438 1.721 1 2 2311
250 12h11m54.925s +80d39m33.2169s 1.438 1.721 1 1 854
251 12h35m54.925s +80d39m33.2169s 1.438 1.721 1 2 2327
252 12h59m54.925s +80d39m33.2169s 1.438 1.721 1 1 1715
253 13h23m54.925s +80d39m33.2169s 1.438 1.721 1 2 2341
254 13h47m54.925s +80d39m33.2169s 1.438 1.721 1 1 930
255 14h11m54.925s +80d39m33.2169s 1.438 1.721 1 2 2352
256 14h35m54.925s +80d39m33.2169s 1.438 1.721 1 1 946
257 14h59m54.925s +80d39m33.2169s 1.438 1.721 1 2 2353
258 15h23m54.925s +80d39m33.2169s 1.438 1.721 1 1 988
259 15h47m54.925s +80d39m33.2169s 1.438 1.721 1 2 2346
260 16h11m54.925s +80d39m33.2169s 1.438 1.721 1 1 1873
261 16h35m54.925s +80d39m33.2169s 1.438 1.721 1 2 2322
262 16h59m54.925s +80d39m33.2169s 1.438 1.721 1 1 1058
263 17h23m54.925s +80d39m33.2169s 1.438 1.721 1 2 2253
264 17h47m54.925s +80d39m33.2169s 1.438 1.721 1 1 1264
265 18h11m54.925s +80d39m33.2169s 1.438 1.721 1 2 2218
266 18h35m54.925s +80d39m33.2169s 1.438 1.721 1 1 1108
267 18h59m54.925s +80d39m33.2169s 1.438 1.721 1 2 2218
268 19h23m54.925s +80d39m33.2169s 1.438 1.721 1 1 1123
269 19h47m54.925s +80d39m33.2169s 1.438 1.721 1 2 2205
270 20h11m54.925s +80d39m33.2169s 1.438 1.721 1 1 1150
271 20h35m54.925s +80d39m33.2169s 1.438 1.721 1 2 2171
272 20h59m54.925s +80d39m33.2169s 1.438 1.721 1 1 1128
273 21h23m54.925s +80d39m33.2169s 1.438 1.721 1 2 2140
274 21h47m54.925s +80d39m33.2169s 1.438 1.721 1 1 1056
275 22h11m54.925s +80d39m33.2169s 1.438 1.721 1 2 1531
276 22h35m54.925s +80d39m33.2169s 1.438 1.721 1 1 360
277 22h59m54.925s +80d39m33.2169s 1.438 1.721 1 2 1531
278 23h23m54.925s +80d39m33.2169s 1.438 1.721 1 1 1048
279 23h47m54.925s +80d39m33.2169s 1.438 1.721 1 2 1549
280 00h11m54.925s +80d39m33.2169s 1.438 1.721 1 1 361
281 00h35m54.925s +80d39m33.2169s 1.438 1.721 1 2 1577
282 00h59m54.925s +80d39m33.2169s 1.438 1.721 1 1 362
283 01h23m54.925s +80d39m33.2169s 1.438 1.721 1 2 1617
284 01h47m54.925s +80d39m33.2169s 1.438 1.721 1 1 348
285 02h11m54.925s +80d39m33.2169s 1.438 1.721 1 2 1629
286 02h35m54.925s +80d39m33.2169s 1.438 1.721 1 1 366
287 02h59m54.925s +80d39m33.2169s 1.438 1.721 1 2 1631
288 03h23m54.925s +80d39m33.2169s 1.438 1.721 1 1 367
289 03h47m54.925s +80d39m33.2169s 1.438 1.721 1 2 1658
290 04h11m54.925s +80d39m33.2169s 1.438 1.721 1 1 441
291 04h35m54.925s +80d39m33.2169s 1.438 1.721 1 2 1691
292 04h59m54.925s +80d39m33.2169s 1.438 1.721 1 1 547
293 05h23m54.925s +80d39m33.2169s 1.438 1.721 1 2 1723
294 05h47m54.925s +80d39m33.2169s 1.438 1.721 1 1 615
295 06h11m54.925s +80d39m33.2169s 1.438 1.721 1 2 1791
296 06h35m54.925s +80d39m33.2169s 1.438 1.721 1 1 634
297 06h59m54.925s +80d39m33.2169s 1.438 1.721 1 2 1878
298 07h23m54.925s +80d39m33.2169s 1.438 1.721 1 1 635
299 07h47m54.925s +80d39m33.2169s 1.438 1.721 1 2 2288
300 08h11m54.925s +80d39m33.2169s 1.438 1.721 1 1 682
301 08h35m54.925s +80d39m33.2169s 1.438 1.721 1 2 2291
302 09h11m54.925s +79d29m44.9359s 1.438 1.699 1 1 765
303 09h33m24.4773s +79d29m44.9359s 1.438 1.699 1 2 2294
304 09h54m54.0295s +79d29m44.9359s 1.438 1.699 1 1 767
305 10h16m23.5818s +79d29m44.9359s 1.438 1.699 1 2 2044
306 10h37m53.134s +79d29m44.9359s 1.438 1.699 1 1 810
307 10h59m22.6862s +79d29m44.9359s 1.438 1.699 1 2 2044
308 11h20m52.2385s +79d29m44.9359s 1.438 1.699 1 1 810
309 11h42m21.7907s +79d29m44.9359s 1.438 1.699 1 2 2311
310 12h03m51.3429s +79d29m44.9359s 1.438 1.699 1 1 854
311 12h25m20.8952s +79d29m44.9359s 1.438 1.699 1 2 2378
312 12h46m50.4474s +79d29m44.9359s 1.438 1.699 1 1 885
313 13h08m19.9997s +79d29m44.9359s 1.438 1.699 1 2 2328
314 13h29m49.5519s +79d29m44.9359s 1.438 1.699 1 1 929
315 13h51m19.1041s +79d29m44.9359s 1.438 1.699 1 2 2352
316 14h12m48.6564s +79d29m44.9359s 1.438 1.699 1 1 946
317 14h34m18.2086s +79d29m44.9359s 1.438 1.699 1 2 2353
318 14h55m47.7609s +79d29m44.9359s 1.438 1.699 1 1 976
319 15h17m17.3131s +79d29m44.9359s 1.438 1.699 1 2 2346
320 15h38m46.8653s +79d29m44.9359s 1.438 1.699 1 1 1004
321 16h00m16.4176s +79d29m44.9359s 1.438 1.699 1 2 2346
322 16h21m45.9698s +79d29m44.9359s 1.438 1.699 1 1 1057
323 16h43m15.5221s +79d29m44.9359s 1.438 1.699 1 2 2322
324 17h04m45.0743s +79d29m44.9359s 1.438 1.699 1 1 1058
325 17h26m14.6265s +79d29m44.9359s 1.438 1.699 1 2 2240
326 17h47m44.1788s +79d29m44.9359s 1.438 1.699 1 1 1264
327 18h09m13.731s +79d29m44.9359s 1.438 1.699 1 2 2218
328 18h30m43.2832s +79d29m44.9359s 1.438 1.699 1 1 1108
329 18h52m12.8355s +79d29m44.9359s 1.438 1.699 1 2 2203
330 19h13m42.3877s +79d29m44.9359s 1.438 1.699 1 1 1123
331 19h35m11.94s +79d29m44.9359s 1.438 1.699 1 2 2203
332 19h56m41.4922s +79d29m44.9359s 1.438 1.699 1 1 1150
333 20h18m11.0444s +79d29m44.9359s 1.438 1.699 1 2 2203
334 20h39m40.5967s +79d29m44.9359s 1.438 1.699 1 1 1128
335 21h01m10.1489s +79d29m44.9359s 1.438 1.699 1 2 2140
336 21h22m39.7012s +79d29m44.9359s 1.438 1.699 1 1 1116
337 21h44m09.2534s +79d29m44.9359s 1.438 1.699 1 2 1530
338 22h05m38.8056s +79d29m44.9359s 1.438 1.699 1 1 1056
339 22h27m08.3579s +79d29m44.9359s 1.438 1.699 1 2 1531
340 22h48m37.9101s +79d29m44.9359s 1.438 1.699 1 1 360
341 23h10m07.4624s +79d29m44.9359s 1.438 1.699 1 2 1531
342 23h31m37.0146s +79d29m44.9359s 1.438 1.699 1 1 1048
343 23h53m06.5668s +79d29m44.9359s 1.438 1.699 1 2 1550
344 00h14m36.1191s +79d29m44.9359s 1.438 1.699 1 1 361
345 00h36m05.6713s +79d29m44.9359s 1.438 1.699 1 2 1598
346 00h57m35.2235s +79d29m44.9359s 1.438 1.699 1 1 347
347 01h19m04.7758s +79d29m44.9359s 1.438 1.699 1 2 1616
348 01h40m34.328s +79d29m44.9359s 1.438 1.699 1 1 346
349 02h02m03.8803s +79d29m44.9359s 1.438 1.699 1 2 1617
350 02h23m33.4325s +79d29m44.9359s 1.438 1.699 1 1 348
351 02h45m02.9847s +79d29m44.9359s 1.438 1.699 1 2 1618
352 03h06m32.537s +79d29m44.9359s 1.438 1.699 1 1 349
353 03h28m02.0892s +79d29m44.9359s 1.438 1.699 1 2 1619
354 03h49m31.6415s +79d29m44.9359s 1.438 1.699 1 1 454
355 04h11m01.1937s +79d29m44.9359s 1.438 1.699 1 2 1659
356 04h32m30.7459s +79d29m44.9359s 1.438 1.699 1 1 547
357 04h54m00.2982s +79d29m44.9359s 1.438 1.699 1 2 1691
358 05h15m29.8504s +79d29m44.9359s 1.438 1.699 1 1 548
359 05h36m59.4026s +79d29m44.9359s 1.438 1.699 1 2 1723
360 05h58m28.9549s +79d29m44.9359s 1.438 1.699 1 1 615
361 06h19m58.5071s +79d29m44.9359s 1.438 1.699 1 2 1837
362 06h41m28.0594s +79d29m44.9359s 1.438 1.699 1 1 634
363 07h02m57.6116s +79d29m44.9359s 1.438 1.699 1 2 1878
364 07h24m27.1638s +79d29m44.9359s 1.438 1.699 1 1 635
365 07h45m56.7161s +79d29m44.9359s 1.438 1.699 1 2 2288
366 08h07m26.2683s +79d29m44.9359s 1.438 1.699 1 1 682
367 08h28m55.8206s +79d29m44.9359s 1.438 1.699 1 2 1946
368 08h50m25.3728s +79d29m44.9359s 1.438 1.699 1 1 733
369 09h22m39.7012s +78d20m47.8666s 1.438 1.678 1 2 2292
370 09h42m07.2687s +78d20m47.8666s 1.438 1.678 1 1 750
371 10h01m34.8363s +78d20m47.8666s 1.438 1.678 1 2 2300
372 10h21m02.4039s +78d20m47.8666s 1.438 1.678 1 1 781
373 10h40m29.9714s +78d20m47.8666s 1.438 1.678 1 2 2030
374 10h59m57.539s +78d20m47.8666s 1.438 1.678 1 1 810
375 11h19m25.1066s +78d20m47.8666s 1.438 1.678 1 2 2044
376 11h38m52.6741s +78d20m47.8666s 1.438 1.678 1 1 838
377 11h58m20.2417s +78d20m47.8666s 1.438 1.678 1 2 2045
378 12h17m47.8093s +78d20m47.8666s 1.438 1.678 1 1 839
379 12h37m15.3768s +78d20m47.8666s 1.438 1.678 1 2 2378
380 12h56m42.9444s +78d20m47.8666s 1.438 1.678 1 1 1781
381 13h16m10.512s +78d20m47.8666s 1.438 1.678 1 2 2328
382 13h35m38.0795s +78d20m47.8666s 1.438 1.678 1 1 930
383 13h55m05.6471s +78d20m47.8666s 1.438 1.678 1 2 2352
384 14h14m33.2147s +78d20m47.8666s 1.438 1.678 1 1 946
385 14h34m00.7822s +78d20m47.8666s 1.438 1.678 1 2 2353
